,Time,Station,Temperature
4345,2006-04-01,HALLEY,-12.5
4346,2006-04-01,BASE BELGRANO,-7.1
4347,2006-04-01,ROTHERA POINT,-0.2
4348,2006-04-01,BASE SAN MART,0.3
4349,2006-04-01,NOVOLAZAREVSK,-8.0
4350,2006-04-01,VOSTOK,-58.2
4351,2006-05-01,AMUNDSEN-SCOT,-54.3
4352,2006-05-01,HALLEY,-22.9
4353,2006-05-01,BASE BELGRANO,-16.8
4354,2006-05-01,ROTHERA POINT,-2.2
4355,2006-05-01,BASE SAN MART,-2.4
4356,2006-05-01,NOVOLAZAREVSK,-11.8
4357,2006-05-01,SYOWA,-9.6
4358,2006-05-01,VOSTOK,-62.4
4359,2006-06-01,AMUNDSEN-SCOT,-54.6
4360,2006-06-01,HALLEY,-25.8
4361,2006-06-01,BASE BELGRANO,-17.6
4362,2006-06-01,ROTHERA POINT,-3.9
4363,2006-06-01,BASE SAN MART,-4.1
4364,2006-06-01,NOVOLAZAREVSK,-12.5
4365,2006-06-01,SYOWA,-10.5
4366,2006-06-01,VOSTOK,-66.3
4367,2006-07-01,AMUNDSEN-SCOT,-56.8
4368,2006-07-01,HALLEY,-28.4
4369,2006-07-01,BASE BELGRANO,-20.4
4370,2006-07-01,ROTHERA POINT,-7.6
4371,2006-07-01,BASE SAN MART,-8.5
4372,2006-07-01,NOVOLAZAREVSK,-14.1
4373,2006-07-01,SYOWA,-16.2
4374,2006-07-01,VOSTOK,-64.2
4375,2006-08-01,AMUNDSEN-SCOT,-63.7
4376,2006-08-01,HALLEY,-24.7
4377,2006-08-01,BASE BELGRANO,-19.4
4378,2006-08-01,ROTHERA POINT,-8.6
4379,2006-08-01,BASE SAN MART,-9.8
4380,2006-08-01,NOVOLAZAREVSK,-22.8
4381,2006-08-01,SYOWA,-24.1
4382,2006-08-01,VOSTOK,-67.0
4383,2006-09-01,AMUNDSEN-SCOT,-57.5
4384,2006-09-01,HALLEY,-29.6
4385,2006-09-01,BASE BELGRANO,-19.8
4386,2006-09-01,ROTHERA POINT,-13.3
4387,2006-09-01,BASE SAN MART,-16.1
4388,2006-09-01,SYOWA,-17.0
4389,2006-09-01,VOSTOK,-65.5
4390,2006-10-01,AMUNDSEN-SCOT,-58.8
4391,2006-10-01,HALLEY,-26.8
4392,2006-10-01,BASE BELGRANO,-20.0
4393,2006-10-01,ROTHERA POINT,-11.3
4394,2006-10-01,BASE SAN MART,-10.9
4395,2006-10-01,NOVOLAZAREVSK,-12.9
4396,2006-10-01,SYOWA,-24.1
4397,2006-10-01,VOSTOK,-67.0
4398,2006-11-01,AMUNDSEN-SCOT,-54.2
4399,2006-11-01,HALLEY,-21.9
4400,2006-11-01,BASE BELGRANO,-15.3
4401,2006-11-01,ROTHERA POINT,-2.5
4402,2006-11-01,BASE SAN MART,-2.1
4403,2006-11-01,NOVOLAZAREVSK,-15.6
4404,2006-11-01,SYOWA,-16.0
4405,2006-11-01,VOSTOK,-57.2
4406,2006-12-01,AMUNDSEN-SCOT,-35.9
4407,2006-12-01,HALLEY,-9.2
4408,2006-12-01,BASE BELGRANO,-4.9
4409,2006-12-01,ROTHERA POINT,-2.7
4410,2006-12-01,BASE SAN MART,-2.1
4411,2006-12-01,NOVOLAZAREVSK,-5.4
4412,2006-12-01,SYOWA,-6.7
4413,2006-12-01,VOSTOK,-43.2
4414,2007-01-01,AMUNDSEN-SCOT,-28.2
4415,2007-01-01,HALLEY,-5.7
4416,2007-01-01,BASE BELGRANO,-2.1
4417,2007-01-01,ROTHERA POINT,1.0
4418,2007-01-01,BASE SAN MART,2.1
4419,2007-01-01,NOVOLAZAREVSK,-2.0
4420,2007-01-01,SYOWA,-1.8
4421,2007-01-01,VOSTOK,-32.6
4422,2007-02-01,AMUNDSEN-SCOT,-24.0
4423,2007-02-01,HALLEY,-3.7
4424,2007-02-01,BASE BELGRANO,-0.2
4425,2007-02-01,ROTHERA POINT,1.9
4426,2007-02-01,BASE SAN MART,2.2
4427,2007-02-01,NOVOLAZAREVSK,0.0
4428,2007-02-01,SYOWA,0.2
4429,2007-02-01,VOSTOK,-32.6
4430,2007-03-01,AMUNDSEN-SCOT,-40.5
4431,2007-03-01,HALLEY,-10.6
4432,2007-03-01,BASE BELGRANO,-6.4
4433,2007-03-01,ROTHERA POINT,0.7
4434,2007-03-01,BASE SAN MART,0.7
4435,2007-03-01,NOVOLAZAREVSK,-4.2
4436,2007-03-01,SYOWA,-3.2
4437,2007-03-01,VOSTOK,-45.8
4438,2007-04-01,AMUNDSEN-SCOT,-55.5
4439,2007-04-01,HALLEY,-16.6
4440,2007-04-01,BASE BELGRANO,-10.8
4441,2007-04-01,ROTHERA POINT,-1.6
4442,2007-04-01,BASE SAN MART,-1.7
4443,2007-04-01,SYOWA,-7.7
4444,2007-05-01,AMUNDSEN-SCOT,-59.3
4445,2007-05-01,HALLEY,-29.1
4446,2007-05-01,BASE BELGRANO,-21.7
4447,2007-05-01,ROTHERA POINT,-4.0
4448,2007-05-01,BASE SAN MART,-4.8
4449,2007-05-01,NOVOLAZAREVSK,-12.1
4450,2007-05-01,SYOWA,-10.4
4451,2007-05-01,VOSTOK,-61.9
4452,2007-06-01,AMUNDSEN-SCOT,-53.3
4453,2007-06-01,HALLEY,-27.4
4454,2007-06-01,BASE BELGRANO,-16.9
4455,2007-06-01,ROTHERA POINT,-3.2
4456,2007-06-01,BASE SAN MART,-3.9
4457,2007-06-01,NOVOLAZAREVSK,-11.3
4458,2007-06-01,SYOWA,-12.3
4459,2007-06-01,VOSTOK,-59.2
4460,2007-07-01,AMUNDSEN-SCOT,-50.1
4461,2007-07-01,HALLEY,-30.3
4462,2007-07-01,BASE BELGRANO,-20.3
4463,2007-07-01,ROTHERA POINT,-5.9
4464,2007-07-01,BASE SAN MART,-6.5
4465,2007-07-01,NOVOLAZAREVSK,-12.2
4466,2007-07-01,SYOWA,-12.7
4467,2007-07-01,VOSTOK,-59.2
4468,2007-08-01,AMUNDSEN-SCOT,-56.2
4469,2007-08-01,HALLEY,-27.6
4470,2007-08-01,BASE BELGRANO,-19.2
4471,2007-08-01,ROTHERA POINT,-11.6
4472,2007-08-01,BASE SAN MART,-12.5
4473,2007-08-01,NOVOLAZAREVSK,-12.4
4474,2007-08-01,SYOWA,-16.3
4475,2007-08-01,VOSTOK,-64.7
4476,2007-09-01,AMUNDSEN-SCOT,-59.1
4477,2007-09-01,HALLEY,-29.9
4478,2007-09-01,BASE BELGRANO,-19.2
4479,2007-09-01,ROTHERA POINT,-7.1
4480,2007-09-01,BASE SAN MART,-8.3
4481,2007-09-01,NOVOLAZAREVSK,-15.8
4482,2007-09-01,SYOWA,-16.1
4483,2007-09-01,VOSTOK,-63.8
4484,2007-10-01,AMUNDSEN-SCOT,-59.0
4485,2007-10-01,HALLEY,-27.9
4486,2007-10-01,BASE BELGRANO,-20.0
4487,2007-10-01,ROTHERA POINT,-4.6
4488,2007-10-01,BASE SAN MART,-5.3
4489,2007-10-01,NOVOLAZAREVSK,-18.0
4490,2007-10-01,SYOWA,-19.4
4491,2007-10-01,VOSTOK,-64.0
4492,2007-11-01,AMUNDSEN-SCOT,-48.5
4493,2007-11-01,HALLEY,-20.5
4494,2007-11-01,BASE BELGRANO,-15.6
4495,2007-11-01,ROTHERA POINT,-5.8
4496,2007-11-01,BASE SAN MART,-5.7
4497,2007-11-01,NOVOLAZAREVSK,-10.8
4498,2007-11-01,SYOWA,-10.8
4499,2007-11-01,VOSTOK,-55.5
4500,2007-12-01,AMUNDSEN-SCOT,-37.1
4501,2007-12-01,HALLEY,-11.6
4502,2007-12-01,BASE BELGRANO,-8.1
4503,2007-12-01,ROTHERA POINT,-2.7
4504,2007-12-01,BASE SAN MART,-2.0
4505,2007-12-01,NOVOLAZAREVSK,-3.2
4506,2007-12-01,SYOWA,-4.5
4507,2007-12-01,VOSTOK,-42.5
4508,2008-01-01,AMUNDSEN-SCOT,-26.6
4509,2008-01-01,HALLEY,-5.5
4510,2008-01-01,BASE BELGRANO,-2.2
4511,2008-01-01,ROTHERA POINT,0.0
4512,2008-01-01,BASE SAN MART,1.2
4513,2008-01-01,NOVOLAZAREVSK,-0.6
4514,2008-01-01,SYOWA,-1.5
4515,2008-01-01,VOSTOK,-32.7
4516,2008-02-01,AMUNDSEN-SCOT,-28.4
4517,2008-02-01,HALLEY,-6.5
4518,2008-02-01,BASE BELGRANO,-2.0
4519,2008-02-01,ROTHERA POINT,1.7
4520,2008-02-01,BASE SAN MART,2.4
4521,2008-02-01,NOVOLAZAREVSK,-1.6
4522,2008-02-01,SYOWA,-1.8
4523,2008-02-01,VOSTOK,-33.3
4524,2008-03-01,AMUNDSEN-SCOT,-39.9
4525,2008-03-01,HALLEY,-11.6
4526,2008-03-01,BASE BELGRANO,-7.5
4527,2008-03-01,ROTHERA POINT,1.0
4528,2008-03-01,NOVOLAZAREVSK,-3.7
4529,2008-03-01,SYOWA,-4.2
4530,2008-03-01,VOSTOK,-46.0
4531,2008-04-01,AMUNDSEN-SCOT,-59.1
4532,2008-04-01,HALLEY,-18.3
4533,2008-04-01,BASE BELGRANO,-9.5
4534,2008-04-01,ROTHERA POINT,-0.8
4535,2008-04-01,BASE SAN MART,0.6
4536,2008-04-01,NOVOLAZAREVSK,-6.8
4537,2008-04-01,SYOWA,-8.1
4538,2008-04-01,VOSTOK,-54.2
4539,2008-05-01,AMUNDSEN-SCOT,-52.5
4540,2008-05-01,HALLEY,-19.4
4541,2008-05-01,ROTHERA POINT,-2.5
4542,2008-05-01,BASE SAN MART,-2.7
4543,2008-05-01,NOVOLAZAREVSK,-9.9
4544,2008-05-01,SYOWA,-9.1
4545,2008-05-01,VOSTOK,-63.5
4546,2008-06-01,AMUNDSEN-SCOT,-57.4
4547,2008-06-01,HALLEY,-20.7
4548,2008-06-01,ROTHERA POINT,-2.8
4549,2008-06-01,BASE SAN MART,-3.2
4550,2008-06-01,NOVOLAZAREVSK,-15.5
4551,2008-06-01,SYOWA,-15.3
4552,2008-06-01,VOSTOK,-66.7
4553,2008-07-01,AMUNDSEN-SCOT,-60.2
4554,2008-07-01,HALLEY,-30.0
4555,2008-07-01,BASE BELGRANO,-21.3
4556,2008-07-01,ROTHERA POINT,-3.5
4557,2008-07-01,BASE SAN MART,-3.8
4558,2008-07-01,NOVOLAZAREVSK,-17.5
4559,2008-07-01,SYOWA,-20.6
4560,2008-07-01,VOSTOK,-70.5
4561,2008-08-01,AMUNDSEN-SCOT,-56.9
4562,2008-08-01,HALLEY,-23.8
4563,2008-08-01,BASE BELGRANO,-17.5
4564,2008-08-01,ROTHERA POINT,-8.2
4565,2008-08-01,BASE SAN MART,-10.1
4566,2008-08-01,NOVOLAZAREVSK,-16.1
4567,2008-08-01,SYOWA,-14.7
4568,2008-08-01,VOSTOK,-65.2
4569,2008-09-01,AMUNDSEN-SCOT,-59.7
4570,2008-09-01,HALLEY,-24.9
4571,2008-09-01,BASE BELGRANO,-18.3
4572,2008-09-01,ROTHERA POINT,-10.8
4573,2008-09-01,BASE SAN MART,-12.6
4574,2008-09-01,NOVOLAZAREVSK,-20.1
4575,2008-09-01,SYOWA,-22.1
4576,2008-09-01,VOSTOK,-69.9
4577,2008-10-01,AMUNDSEN-SCOT,-53.9
4578,2008-10-01,HALLEY,-26.5
4579,2008-10-01,BASE BELGRANO,-16.6
4580,2008-10-01,ROTHERA POINT,-1.9
4581,2008-10-01,BASE SAN MART,-1.5
4582,2008-10-01,NOVOLAZAREVSK,-15.5
4583,2008-10-01,SYOWA,-15.2
4584,2008-10-01,VOSTOK,-67.8
4585,2008-11-01,AMUNDSEN-SCOT,-51.5
4586,2008-11-01,HALLEY,-23.3
4587,2008-11-01,BASE BELGRANO,-16.0
4588,2008-11-01,ROTHERA POINT,-2.8
4589,2008-11-01,BASE SAN MART,-3.5
4590,2008-11-01,NOVOLAZAREVSK,-14.0
4591,2008-11-01,SYOWA,-17.5
4592,2008-11-01,VOSTOK,-58.3
4593,2008-12-01,AMUNDSEN-SCOT,-38.6
4594,2008-12-01,HALLEY,-11.2
4595,2008-12-01,BASE BELGRANO,-8.1
4596,2008-12-01,ROTHERA POINT,-1.3
4597,2008-12-01,BASE SAN MART,-0.9
4598,2008-12-01,NOVOLAZAREVSK,-6.1
4599,2008-12-01,SYOWA,-7.4
4600,2008-12-01,VOSTOK,-40.4
4601,2009-01-01,AMUNDSEN-SCOT,-26.8
4602,2009-01-01,HALLEY,-7.1
4603,2009-01-01,BASE BELGRANO,-4.0
4604,2009-01-01,ROTHERA POINT,-0.4
4605,2009-01-01,BASE SAN MART,0.1
4606,2009-01-01,NOVOLAZAREVSK,-1.0
4607,2009-01-01,VOSTOK,-30.9
4608,2009-02-01,AMUNDSEN-SCOT,-27.1
4609,2009-02-01,HALLEY,-5.1
4610,2009-02-01,BASE BELGRANO,-2.9
4611,2009-02-01,ROTHERA POINT,1.7
4612,2009-02-01,BASE SAN MART,2.5
4613,2009-02-01,NOVOLAZAREVSK,-1.3
4614,2009-02-01,SYOWA,-1.2
4615,2009-02-01,VOSTOK,-31.1
4616,2009-02-01,MCMURDO,-2.6
4617,2009-03-01,AMUNDSEN-SCOT,-42.0
4618,2009-03-01,HALLEY,-11.8
4619,2009-03-01,BASE BELGRANO,-8.2
4620,2009-03-01,ROTHERA POINT,0.9
4621,2009-03-01,BASE SAN MART,1.5
4622,2009-03-01,NOVOLAZAREVSK,-4.2
4623,2009-03-01,SYOWA,-2.9
4624,2009-03-01,VOSTOK,-40.4
4625,2009-04-01,AMUNDSEN-SCOT,-51.2
4626,2009-04-01,HALLEY,-18.5
4627,2009-04-01,BASE BELGRANO,-13.0
4628,2009-04-01,ROTHERA POINT,0.6
4629,2009-04-01,BASE SAN MART,0.6
4630,2009-04-01,NOVOLAZAREVSK,-7.8
4631,2009-04-01,SYOWA,-6.0
4632,2009-04-01,VOSTOK,-57.5
4633,2009-05-01,AMUNDSEN-SCOT,-58.5
4634,2009-05-01,HALLEY,-22.2
4635,2009-05-01,BASE BELGRANO,-16.5
4636,2009-05-01,ROTHERA POINT,-4.8
4637,2009-05-01,BASE SAN MART,-5.2
4638,2009-05-01,NOVOLAZAREVSK,-14.0
4639,2009-05-01,SYOWA,-12.6
4640,2009-05-01,VOSTOK,-67.6
4641,2009-06-01,AMUNDSEN-SCOT,-51.3
4642,2009-06-01,HALLEY,-25.3
4643,2009-06-01,BASE BELGRANO,-17.7
4644,2009-06-01,ROTHERA POINT,-3.1
4645,2009-06-01,BASE SAN MART,-3.2
4646,2009-06-01,NOVOLAZAREVSK,-12.2
4647,2009-06-01,SYOWA,-14.7
4648,2009-06-01,VOSTOK,-62.9
4649,2009-07-01,AMUNDSEN-SCOT,-55.1
4650,2009-07-01,HALLEY,-24.7
4651,2009-07-01,BASE BELGRANO,-16.9
4652,2009-07-01,ROTHERA POINT,-6.2
4653,2009-07-01,BASE SAN MART,-7.3
4654,2009-07-01,NOVOLAZAREVSK,-10.9
4655,2009-07-01,SYOWA,-11.6
4656,2009-07-01,VOSTOK,-61.7
4657,2009-07-01,MCMURDO,-22.2
4658,2009-08-01,AMUNDSEN-SCOT,-58.2
4659,2009-08-01,HALLEY,-27.4
4660,2009-08-01,BASE BELGRANO,-21.9
4661,2009-08-01,ROTHERA POINT,-11.2
4662,2009-08-01,BASE SAN MART,-14.3
4663,2009-08-01,NOVOLAZAREVSK,-14.8
4664,2009-08-01,SYOWA,-16.3
4665,2009-08-01,VOSTOK,-59.5
4666,2009-09-01,AMUNDSEN-SCOT,-61.1
4667,2009-09-01,HALLEY,-31.1
4668,2009-09-01,BASE BELGRANO,-23.3
4669,2009-09-01,ROTHERA POINT,-8.0
4670,2009-09-01,BASE SAN MART,-8.3
4671,2009-09-01,NOVOLAZAREVSK,-19.9
4672,2009-09-01,SYOWA,-20.0
4673,2009-09-01,VOSTOK,-67.9
4674,2009-09-01,MCMURDO,-25.2
4675,2009-10-01,AMUNDSEN-SCOT,-56.2
4676,2009-10-01,HALLEY,-28.6
4677,2009-10-01,BASE BELGRANO,-18.0
4678,2009-10-01,ROTHERA POINT,-7.4
4679,2009-10-01,BASE SAN MART,-8.2
4680,2009-10-01,NOVOLAZAREVSK,-16.4
4681,2009-10-01,SYOWA,-16.7
4682,2009-10-01,VOSTOK,-64.2
4683,2009-10-01,MCMURDO,-24.7
4684,2009-11-01,AMUNDSEN-SCOT,-50.5
4685,2009-11-01,HALLEY,-16.1
4686,2009-11-01,BASE BELGRANO,-11.3
4687,2009-11-01,ROTHERA POINT,-6.0
4688,2009-11-01,BASE SAN MART,-5.5
4689,2009-11-01,NOVOLAZAREVSK,-13.0
4690,2009-11-01,SYOWA,-13.5
4691,2009-11-01,VOSTOK,-57.1
4692,2009-11-01,MCMURDO,-18.7
4693,2009-12-01,AMUNDSEN-SCOT,-36.9
4694,2009-12-01,HALLEY,-10.1
4695,2009-12-01,BASE BELGRANO,-6.3
4696,2009-12-01,ROTHERA POINT,-3.1
4697,2009-12-01,BASE SAN MART,-1.9
4698,2009-12-01,NOVOLAZAREVSK,-5.7
4699,2009-12-01,SYOWA,-6.5
4700,2009-12-01,VOSTOK,-40.8
4701,2009-12-01,MCMURDO,-5.7
4702,2010-01-01,AMUNDSEN-SCOT,-27.1
4703,2010-01-01,HALLEY,-5.1
4704,2010-01-01,BASE BELGRANO,-3.5
4705,2010-01-01,ROTHERA POINT,0.6
4706,2010-01-01,BASE SAN MART,1.9
4707,2010-01-01,NOVOLAZAREVSK,-1.8
4708,2010-01-01,SYOWA,-1.6
4709,2010-01-01,MCMURDO,-2.4
4710,2010-02-01,AMUNDSEN-SCOT,-25.5
4711,2010-02-01,HALLEY,-3.6
4712,2010-02-01,BASE BELGRANO,-1.3
4713,2010-02-01,ROTHERA POINT,1.3
4714,2010-02-01,BASE SAN MART,2.6
4715,2010-02-01,NOVOLAZAREVSK,0.6
4716,2010-02-01,SYOWA,0.4
4717,2010-02-01,VOSTOK,-30.2
4718,2010-03-01,AMUNDSEN-SCOT,-37.9
4719,2010-03-01,HALLEY,-10.0
4720,2010-03-01,BASE BELGRANO,-6.0
4721,2010-03-01,ROTHERA POINT,1.4
4722,2010-03-01,BASE SAN MART,1.8
4723,2010-03-01,NOVOLAZAREVSK,-2.2
4724,2010-03-01,SYOWA,-1.3
4725,2010-03-01,VOSTOK,-43.6
4726,2010-03-01,MCMURDO,-8.6
4727,2010-04-01,AMUNDSEN-SCOT,-50.3
4728,2010-04-01,HALLEY,-15.3
4729,2010-04-01,BASE BELGRANO,-11.8
4730,2010-04-01,ROTHERA POINT,-1.6
4731,2010-04-01,BASE SAN MART,-1.8
4732,2010-04-01,NOVOLAZAREVSK,-7.3
4733,2010-04-01,SYOWA,-7.0
4734,2010-04-01,VOSTOK,-55.7
4735,2010-04-01,MCMURDO,-15.9
4736,2010-05-01,AMUNDSEN-SCOT,-62.6
4737,2010-05-01,HALLEY,-19.4
4738,2010-05-01,BASE BELGRANO,-15.2
4739,2010-05-01,ROTHERA POINT,-3.3
4740,2010-05-01,BASE SAN MART,-3.5
4741,2010-05-01,NOVOLAZAREVSK,-11.7
4742,2010-05-01,SYOWA,-11.9
4743,2010-05-01,VOSTOK,-67.5
4744,2010-05-01,MCMURDO,-18.8
4745,2010-06-01,AMUNDSEN-SCOT,-54.0
4746,2010-06-01,HALLEY,-21.4
4747,2010-06-01,BASE BELGRANO,-16.4
4748,2010-06-01,ROTHERA POINT,-3.7
4749,2010-06-01,BASE SAN MART,-3.6
4750,2010-06-01,NOVOLAZAREVSK,-16.0
4751,2010-06-01,SYOWA,-15.4
4752,2010-06-01,VOSTOK,-64.7
4753,2010-06-01,MCMURDO,-22.5
4754,2010-07-01,AMUNDSEN-SCOT,-60.6
4755,2010-07-01,HALLEY,-25.7
4756,2010-07-01,BASE BELGRANO,-17.2
4757,2010-07-01,ROTHERA POINT,-3.9
4758,2010-07-01,BASE SAN MART,-3.5
4759,2010-07-01,NOVOLAZAREVSK,-18.7
4760,2010-07-01,SYOWA,-17.8
4761,2010-07-01,VOSTOK,-68.9
4762,2010-07-01,MCMURDO,-23.1
4763,2010-08-01,AMUNDSEN-SCOT,-58.7
4764,2010-08-01,HALLEY,-28.8
4765,2010-08-01,BASE BELGRANO,-20.3
4766,2010-08-01,ROTHERA POINT,-7.8
4767,2010-08-01,BASE SAN MART,-9.7
4768,2010-08-01,NOVOLAZAREVSK,-19.8
4769,2010-08-01,SYOWA,-21.3
4770,2010-08-01,VOSTOK,-69.4
4771,2010-09-01,AMUNDSEN-SCOT,-57.7
4772,2010-09-01,HALLEY,-27.4
4773,2010-09-01,BASE BELGRANO,-18.9
4774,2010-09-01,ROTHERA POINT,-8.1
4775,2010-09-01,BASE SAN MART,-9.9
4776,2010-09-01,NOVOLAZAREVSK,-20.0
4777,2010-09-01,SYOWA,-23.1
4778,2010-09-01,VOSTOK,-70.9
4779,2010-09-01,MCMURDO,-26.1
4780,2010-10-01,AMUNDSEN-SCOT,-61.6
4781,2010-10-01,HALLEY,-20.9
4782,2010-10-01,BASE BELGRANO,-15.6
4783,2010-10-01,ROTHERA POINT,-4.1
4784,2010-10-01,BASE SAN MART,-3.8
4785,2010-10-01,NOVOLAZAREVSK,-16.9
4786,2010-10-01,SYOWA,-17.9
4787,2010-10-01,VOSTOK,-65.3
4788,2010-10-01,MCMURDO,-25.7
4789,2010-11-01,AMUNDSEN-SCOT,-49.5
4790,2010-11-01,HALLEY,-16.1
4791,2010-11-01,BASE BELGRANO,-11.7
4792,2010-11-01,ROTHERA POINT,-1.9
4793,2010-11-01,BASE SAN MART,-1.0
4794,2010-11-01,NOVOLAZAREVSK,-14.2
4795,2010-11-01,SYOWA,-13.6
4796,2010-11-01,VOSTOK,-58.1
4797,2010-12-01,AMUNDSEN-SCOT,-38.0
4798,2010-12-01,HALLEY,-10.4
4799,2010-12-01,BASE BELGRANO,-6.4
4800,2010-12-01,ROTHERA POINT,-0.8
4801,2010-12-01,BASE SAN MART,0.8
4802,2010-12-01,SYOWA,-6.8
4803,2010-12-01,VOSTOK,-43.9
4804,2010-12-01,MCMURDO,-7.2
4805,2011-01-01,AMUNDSEN-SCOT,-26.7
4806,2011-01-01,HALLEY,-4.9
4807,2011-01-01,BASE BELGRANO,-1.6
4808,2011-01-01,ROTHERA POINT,0.1
4809,2011-01-01,BASE SAN MART,1.3
4810,2011-01-01,NOVOLAZAREVSK,-1.1
4811,2011-01-01,SYOWA,-2.1
4812,2011-01-01,VOSTOK,-30.8
4813,2011-01-01,MCMURDO,-1.7
4814,2011-02-01,AMUNDSEN-SCOT,-25.5
4815,2011-02-01,HALLEY,-3.5
4816,2011-02-01,BASE BELGRANO,-3.5
4817,2011-02-01,ROTHERA POINT,1.1
4818,2011-02-01,BASE SAN MART,2.2
4819,2011-02-01,NOVOLAZAREVSK,1.1
4820,2011-02-01,SYOWA,0.0
4821,2011-02-01,VOSTOK,-30.6
4822,2011-02-01,MCMURDO,-3.9
4823,2011-03-01,AMUNDSEN-SCOT,-37.1
4824,2011-03-01,HALLEY,-7.6
4825,2011-03-01,BASE BELGRANO,-4.0
4826,2011-03-01,ROTHERA POINT,1.4
4827,2011-03-01,BASE SAN MART,2.4
4828,2011-03-01,NOVOLAZAREVSK,-3.8
4829,2011-03-01,SYOWA,-4.3
4830,2011-03-01,VOSTOK,-42.1
4831,2011-03-01,MCMURDO,-8.8
4832,2011-04-01,AMUNDSEN-SCOT,-56.2
4833,2011-04-01,HALLEY,-17.1
4834,2011-04-01,BASE BELGRANO,-14.4
4835,2011-04-01,ROTHERA POINT,0.1
4836,2011-04-01,BASE SAN MART,0.5
4837,2011-04-01,NOVOLAZAREVSK,-8.5
4838,2011-04-01,SYOWA,-9.2
4839,2011-04-01,VOSTOK,-57.9
4840,2011-04-01,MCMURDO,-16.2
4841,2011-05-01,AMUNDSEN-SCOT,-60.0
4842,2011-05-01,HALLEY,-21.3
4843,2011-05-01,BASE BELGRANO,-14.1
4844,2011-05-01,ROTHERA POINT,-4.1
4845,2011-05-01,BASE SAN MART,-4.4
4846,2011-05-01,NOVOLAZAREVSK,-9.2
4847,2011-05-01,SYOWA,-10.5
4848,2011-05-01,VOSTOK,-61.3
4849,2011-06-01,HALLEY,-23.6
4850,2011-06-01,BASE BELGRANO,-17.0
4851,2011-06-01,ROTHERA POINT,-3.1
4852,2011-06-01,BASE SAN MART,-3.0
4853,2011-06-01,NOVOLAZAREVSK,-15.0
4854,2011-06-01,SYOWA,-14.2
4855,2011-06-01,VOSTOK,-67.8
4856,2011-06-01,MCMURDO,-20.7
4857,2011-07-01,AMUNDSEN-SCOT,-61.6
4858,2011-07-01,HALLEY,-30.2
4859,2011-07-01,BASE BELGRANO,-21.0
4860,2011-07-01,ROTHERA POINT,-7.2
4861,2011-07-01,BASE SAN MART,-6.8
4862,2011-07-01,NOVOLAZAREVSK,-11.9
4863,2011-07-01,SYOWA,-11.7
4864,2011-07-01,VOSTOK,-68.7
4865,2011-07-01,MCMURDO,-19.9
4866,2011-08-01,AMUNDSEN-SCOT,-58.1
4867,2011-08-01,HALLEY,-30.9
4868,2011-08-01,BASE BELGRANO,-22.1
4869,2011-08-01,ROTHERA POINT,-9.9
4870,2011-08-01,BASE SAN MART,-11.4
4871,2011-08-01,NOVOLAZAREVSK,-15.3
4872,2011-08-01,SYOWA,-16.3
4873,2011-08-01,VOSTOK,-61.7
4874,2011-08-01,MCMURDO,-19.1
4875,2011-09-01,HALLEY,-30.1
4876,2011-09-01,BASE BELGRANO,-19.6
4877,2011-09-01,ROTHERA POINT,-8.6
4878,2011-09-01,BASE SAN MART,-9.7
4879,2011-09-01,NOVOLAZAREVSK,-14.5
4880,2011-09-01,SYOWA,-17.2
4881,2011-09-01,VOSTOK,-60.6
4882,2011-10-01,AMUNDSEN-SCOT,-59.6
4883,2011-10-01,HALLEY,-27.7
4884,2011-10-01,BASE BELGRANO,-22.3
4885,2011-10-01,ROTHERA POINT,-9.1
4886,2011-10-01,BASE SAN MART,-10.7
4887,2011-10-01,NOVOLAZAREVSK,-16.3
4888,2011-10-01,SYOWA,-18.2
4889,2011-10-01,VOSTOK,-63.9
4890,2011-11-01,AMUNDSEN-SCOT,-48.8
4891,2011-11-01,HALLEY,-21.3
4892,2011-11-01,BASE BELGRANO,-15.4
4893,2011-11-01,ROTHERA POINT,-5.0
4894,2011-11-01,BASE SAN MART,-6.2
4895,2011-11-01,NOVOLAZAREVSK,-13.6
4896,2011-11-01,SYOWA,-16.2
4897,2011-11-01,VOSTOK,-55.5
4898,2011-12-01,AMUNDSEN-SCOT,-34.9
4899,2011-12-01,HALLEY,-11.2
4900,2011-12-01,BASE BELGRANO,-7.6
4901,2011-12-01,ROTHERA POINT,-2.1
4902,2011-12-01,BASE SAN MART,-1.5
4903,2011-12-01,NOVOLAZAREVSK,-4.6
4904,2011-12-01,SYOWA,-5.4
4905,2011-12-01,VOSTOK,-40.7
4906,2012-01-01,AMUNDSEN-SCOT,-27.4
4907,2012-01-01,HALLEY,-6.6
4908,2012-01-01,BASE BELGRANO,-5.2
4909,2012-01-01,ROTHERA POINT,1.0
4910,2012-01-01,BASE SAN MART,2.0
4911,2012-01-01,NOVOLAZAREVSK,-3.9
4912,2012-01-01,SYOWA,-3.3
4913,2012-01-01,VOSTOK,-30.7
4914,2012-02-01,AMUNDSEN-SCOT,-28.6
4915,2012-02-01,HALLEY,-6.6
4916,2012-02-01,BASE BELGRANO,-4.1
4917,2012-02-01,ROTHERA POINT,0.6
4918,2012-02-01,BASE SAN MART,1.1
4919,2012-02-01,NOVOLAZAREVSK,-1.6
4920,2012-02-01,SYOWA,-1.4
4921,2012-02-01,VOSTOK,-31.6
4922,2012-03-01,HALLEY,-8.9
